Sl.No.,Brand,Name,Reviews Date Added,Reviews do Recommend,Reviews Num Helpful,Reviews Rating,Weight,Reviews Title,Reviews Text
2403,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The Best!!!,Out of all the lip protectors this is the only one that works.....and I have tried a lot of different chap sticks...trying to save money or wanting to get a good flavor or just the right color...doesn't matter...Carmex is the only one that works...thank you for making it!!
2404,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The best balm,"My sister has used Carmex in a jar for years. She would even put it on her eyelids at night. LOL Not quite sure why, but never had sagging skin there! I loved the fragrance started using it myself way back when. I will never use anything else. It really conditions my lips."
2405,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Good product.,"I've used Carmex for years and am very happy with the product. I'm just curious, did the formula change It seems to smell different (maybe my sniffer has changed!). Please keep up the good product."
2406,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,OLDIE BUT A GOODIE,For as long as I can remember I've been using Carmex on my lips! This one in the jar is my favorite. The smallest bit goes the longest way and you'll probably lose it before you run out! I love applying it before lipstick so my lips stay nice and moisturizer all day long!
2407,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Lifetime user,"Been using this stuff as far back as I remember. Don't go anywhere with it. Tried several other products but not as good. Started with the jar, then the tub, and now the stick. Highly recommended! Don't even bother trying anything else, when you have the best, why bother"
2408,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Above the rest!!!,"A month ago my lips along with the rest of me got very sunburned and I tried the blistex I had and it wasn't helping at all. I was in the gas station and picked some carmex up and wow instant long lasting relief. Thought to myself, wish I could spread this all over my body."
2409,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Works Everytime!!!,"I really like Carmex in general, I started with using the jar when I had chapped lips and I was sold the first time, by the end of the day I could feel my lips healing up. Now I have long nails so I have graduated to the lipstick looking Carmex and I love that one as well."
2410,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The best!!!!!,I have been using this for years...literally. I am 61 and have used this since the 60s
2411,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Container,"I love Carmex. Love the small container that it comes in. It really works for me a lot. Especially in winter time. My face gets really dried out . I use a little bit on the dry parts of my face , it works great. Thanks for such a great product. I buy nothing but Carmex."
2412,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,,,5,,For Cold Sores,It works so great on my cold sores! The moment I saw one coming up and I instantly put it on and the irritation stops. Then I swear it sped up the blistering and leaking time as well and now it's scanning over and healing right now. Love it!
2413,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Lip Lover's Delight,"I buy this all the time and I have at least 4 open at one time in my purse, by my computer desk, right on my night stand and of course one riding my car! I have dry lips all the time and Carmex is my best friend it keeps my lips soft and moist and kissable for my husband."
2414,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Saved my lips!,"Coming into Spring my lips were so dry that I couldn't even open them right up. Lipstick looked bad on me and was embarrassing. I tried Nivea, manuka honey lip balm and more! A week ago I heard the ad on the radio about Carmex, so I stopped to buy it. Best decision ever!"
2415,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,WORKS and feels nice too.,The others seem only to provide a barrier over the lips whereas Carmex actually moisturizes and heals them. I love this stuff. I've used it exclusively for as long as I can remember. Let everyone else try what they will ... I'll have only Carmex!
2416,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Carmex Original Lip Balm Jar,I have used Carmex Lip Balm Jar ever since I was a little kid and though people make fun of me because I'm old school I don't care...I LOVE IT!!! It gets the job done and keeps my lips smooth and protected. I appreciate it and so does my wife! :) Thanks Carmex!
2417,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Heals chapped lips overnight!,"I have used CARMEX for years, it is the only lip moisturizer/therapy that works for my lips. I have tried many others including all the name brand type but CARMEX is the only one that works every time. I use it winter and summer."
2418,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Great product for chapped dry lips,"I bought this one day hoping it would help. That was 5 years ago and I have used it every night since. We keep 1 on my husbands night table and on mine. My lips are slathered when I go to bed and when I wake up, they are baby soft. Love my full pout with this product."
2419,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Old Favorite Still Great,I'v been using carmex for as long as I can remember I'm 57 now I tried others but always go back I like the jar because you can use what you need and it's like an old friend when lips are dry the old yellow and white jar is just the ticket :) BTW I miss the glass jar :(
2420,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Old Faithful,"You can always rely on a jar of Carmex to relieve your chapped lips all year round! I especially use it throughout the winter and keep one in my pocket (and the nightstand, and the kitchen, and the desk...). I've even used it on my nose when I have a cold to protect it!"
2421,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Awesome Lips in a Can,"Been using lip balm for many years. Tried just about every brand. Carmex has been the best for my lips. I stopped trying brands after Carmex. And when the can was introduced, WOW!, takes away any disadvantage of tubes/rollers always keeping my lip protection protected."
2422,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Great stuff!!,"Last year I was having a lot of trouble with very dry chapped lips, tried chapped stick, which normally helps. But this time it was not, so I purchased Carmex in the jar and started using it and immediately started to see relief. I keep it handy in my bathroom."
2423,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My Go-To for Chapped Lips,I have been an avid Carmex original lip balm jar user for years now. I don't think I could ever use anything else. I love the way it moisturizes my lips without feeling waxy or gunky. The price-point is completely reasonable as well.
2424,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The Best,I have bought many products for chapped lips. I bought Carmex one day years ago and loved it. Carmex is the best. I don't buy anything else now. It is also good for coldsores. I love the cool feeling on my lips. Carmex rocks!!!
2425,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Old Fashioned Favorite,Back when I was little and complained about my super dry and chapped lips I remember my dad handing me a little jar of lip stuff Now I have all forms of CarMex but this one holds memories as I apply it to fix my aweful lips.
2426,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Carmes saved my daughter's vacation,Worse case of chapped lips ever! Desperate we stopped at a drug store and sked for the best and fastest cure. Was advised to use Carmex. It started working right away and in a few days the lip licking and soreness had disappeared.
2427,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The tried and true treament for dry cracked lips,"My mother used this product, and now I use it and so does my grown daughter. It has worked well to heal cracked dry lips and I've tried lots of products over the years but always come back to Carmex. Now, I won't use anything else."
2428,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,I Love Carmex!,"Carmex is my go to product most of the time when my lips are dry. I love the original jar just because thats what I grew up with I think, but I really love all carmex products! I love the smell, feel and how it helps my chapped lips!"
2429,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My favorite carmex product,"Living in the desert, it is a struggle to keep my lips from drying out and cracking. When daily summer temps are over 100 degrees daily, protecting my lips is important. The ONLY thing that works is carmex! I prefer the original jar."
2430,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Best lip balm ever!!!!!!!,I used to use eos and I found out that I was allergic to it so I stuck with Carmex. Carmex is the best lip balm in the world!!!
2431,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Can't survive without Carmex,"Our family loves Carmex! You will find Carmex In every room of our house, our cars. we are Boyscout leaders and We all have Carmex in our backpacks. Our kids all get Carmex in there stockings for Christmas. Can't live without it!!"
2432,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The Original,"Carmex jarred lip balm reminds me of being a little girl and going to the water park with my family. My mom would put it on my lips to prevent them from being sunburned. She always carried it in her purse....and now, so do I. :)"
2433,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,multi use,I buy this every year. Its a must have for the winter months. Not only is it great for your lips but its also great for the rough egdes of your nose when its chapped. Always has been the greatest product. And it also smells good.
2434,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Overall feel and protection it gives to my lips .,I have been using Camex in the jar for the last 4 yrs. I used it once in the morning also again before I go to sleep. I enjoy the way it feels and protects my lips. My wife says I crazy for as many times I apply the wax to my lips.
2435,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Don't go anywhere with out my Carmex Jar!!,"I have been a fan of Carmex for years! I wish I could remember when I first used Carmex for my cold sore, but I'm sure it was 20 years ago and I never leave home without one in my purse. Love, Love, Love this product..Thanks!!!!"
2436,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Love this Carmex,"This is the only lip balm I purchase. My lips get dry easily and I get a cold sore a couple times a year. Once I feel a cold sore coming on, I apply this and can feel it start to work immediately. I would recommend this to anyone!"
2437,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,History with Carmex,I have been using Carmex since I was a little girl because of my Mom. Carmex is her absolute favorite lip balm and I don't blame her! She has also been using Carmex forever. I have never had a lip balm work as well as Carmex.
2438,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,harsh ny winters...,carmex is the only thing that saves my precious lips in the blustery windy cold of western ny. (remember buffalo last year). I have used this since i was a kid and i cant imagine ever changing because this works the best.
2439,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,best little yellow topped pot for great lips,I have been buying these little pots for years not only to heal my lips but to protect them.This product keeps my lips soft and full and free from painful cracks during the winter.As a pharmacist I also recommend this product.
2440,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Used The Most,"This is the product I remember using the very most it seems as a child it was just always around us all the time, for cracked Winter skin, then when the heat came out and cracked even more just great to have handy always."
2441,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The Original is KING!,"The minute my lips can't take anymore of the harsh conditions of the Florida sun I reach for the cooling and soothing relief of my old stand-b, Carmex Lip Balm in the jar. I apply it at night and by morning my lips are healed. This is a go to product you will rely on again and again!!"
2442,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Love this product!,"I have used this product for over 10 years. It is part of my makeup routine before applying lipstick in the morning, and used throughout the day. I don't know what I would do without Carmex during the winter season living in the Midwest. It keeps my lips moisturized and looking great!"
2443,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,You can't go wrong with this trusty friend,I always keep carmex on hand. It is always nice to have during harsh summer sun or cold IA winters. Gives your lips healing security. Toss it in your purse or keep it in your pocket always there to heal. Nothing compares for those dreaded cold sores that peak during the flu season.
2444,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,,Instant Protection,There are harsh cold winters and dry summers in Chicago which can really affect my lips. Moisture and protection is what I wanted and so I bought this product for those reasons. Not only did it deliver but it also healed my chapped lips. Only negative is that I have to use my finger.
2445,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,3,,Great product. Stop changing!,Nearly 40. Been using this for years on lips and cuticles. I wish the packaging didn't change. The inverted bottom isn't right. Wish there was a vegan version was available. How is the lanolin derived for this product My favorite before all the changes.
2446,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,best lip medicine EVER,I have been using carmex for decades and will not use anything else. We lived in Maryland in the late 80 s and I could not find it there. When I came home to Kansas I bought enough to last and some for other people from Kansas that were there too. I highly recommend it to anyone.
2447,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,great results and great for everyday use!,"ive been using this for 4 years and so far its been a product i use every single day, its my go to product. honestly its so amazing, after scrubbing ur lips put this on and ur lips feel amazing and smooth. and results are great in the morning when applying this before sleeping."
2448,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Kissable Lips,"I have been using this product for about 8 years. I started because I was getting very chapped lips and nothing was helping. I use it in the morning and at night everyday. Have not had chapped lips, or cold sores in 8 years. I recommend to anyone who has problems with their lips."
2449,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Lasts forever,I have been buying the Carmex jar as long as I can remember. The reason I have bought it for so many years is I was in the military and would throw it in my bag work bag. I never had the jar crushed or come open even when the bag was tossed around and all my gear would hit it.
2450,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,We love Carmex,"We us both use the original jar and tube. My son use it all the time. I buy it in bulk. Mu son use it a lot, he is outside with sports. So we have to keep a lot of it. We don't see much of the other flavors, just strawberry or cherry, we stick to the originals jars and tubes."
2451,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Great Product,I buy this type of Carmex all the time! It is my favorite one out of all the choices. I am always using it when the corners of my mouth crack. It is the ONLY product that I have used that heals them. I absolutely recommend this product for anyone who has any type of lip issue.
2452,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,26 years and counting!,"I have used Carmex for over 26 years! I don't go anywhere without a tub or stick. It keeps my lips soft and moist, and protected in the cold winter months, especially while skiing and snowshoeing. The only thing I'd ever change is I'd bring back the mint flavor. It was the best!"
2453,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Being help me out since middle school,In middle school when my lips started to burn like crazy... Had to go the doctor... They said I had wind burn n told me to go get some Carmex... Really but it did the trick.. 26 yrs old n it help me from get rid of my wind burns on my lips each time I get them... Thank u
2454,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,This stuff really works!!!,"I have used Carmex for as long as i can remember. The fragrance is what drew me in. I thought well, at least my lips will smell good But i was pleasantly surprised at how moist and smooth it kept my lips. I have a jar of Carmex at my desk, one in my purse and I never run out."
2455,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,WORKS AMAZING,Having a daughter with excema is hard so when ever she suffers from sever dry lips and cold soars i always can count on Carmex to deliver. Works amazing and helps heal dry chaps lips. Love how its helps the itchy feeling and protects her lips from sun exposure and cracking.
2456,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,best stuff on earth!,I have been a big fan of the Carmex jar since I was a little girl in elementary school. This would be the only product I would let my parents buy me. Living in northern Minnesota a person really needed this. I love the little yellow jar and the smell too. Best product ever!
2457,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Works great!,"I love this product! It's the original and the one that I first used b/c my dad always used it and swore by it. I love how quickly it works and that is works so great, really keeping my lips from getting chapped and cracked and once they are, it works quickly to heal them."
2458,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The best.,"I have been buying this version of car next lip care since I was 12. I am now 26 years old, it is a regularly used part of my beauty regime. Keeps your lips soft smooth for hours. Using this product regularly also keeps those dry, irritated winter lips away. It's amazing!"
2459,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,excellent for smacking lips,"I bought this size container for my dad very often. He always had sore corners of his mouth, and he loved the round container. He wanted to always be ready for kisses (from me and his nurses), and it always healed the corners of his mouth w/o a bad taste. He used it daily."
2460,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,reliable,I love this stuff I was addicted to bliss stick but for the last 5 years I ran across this at the store it was so smooth and not greasy on my lips and I have bought it faithfully every year I don't really care for the cherry but I will use it even my grandkids call it by name they have to have their own personal one also we love it
2461,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Life Staple,"The big thing in high school was to always have car ex in the jar. I graduated in 1987 and have been using ever since. I may not be able to find my keys, money, etc. in my purse, but I can always find my Carmex! Leaves my lips feeling soft and smooth and cures dry chapped lips in no time. I can't live without it! Love this product!"
2462,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,1,,burning like a hot chilli,I bought this 3 days a ago and I'm a first time user of this brand and not sure if I use again as my lips are on fire every time I apply is this a normal reaction Or am I just using the wrongs thing because thousands of people across the world rave about how amazing it is feedback would be great to hear
2463,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,It lasts longer than lip balm sticks!,"I had tried a new lip butter. But went back to Carmex Original Lip Balm Jar because it lasts longer, and is less expensive. I used to apply lip balm sticks during the day, and Carmex Jar at night, but the lip balm sticks don't last. So now I use the jar all day, too. I even bought a package of 12 jars because it saves me money!"
2464,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,,Old Standby,"I grew up with this in my house. My mom always had some that she used all the time in the winter also whenever she got a cold sore. I never had any colds sores, so I do not know if it really helps with that, but I do know that it is great for those dry,cracked windburned lips that those of us living up North get every winter."
2465,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,smooth soft lips all day,This is my go to lipbalm. I apply in the morning maybe 5 am. and i let it sink in and all day i have the feeling of comfort. no dry lips. no reaplying. unless it aroung the time I go to sleep. perfect solution for dry lips. it gives my lips a healthy look .it's also great to apply before lipstick. Im so happy with this product.
2466,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,A Tin that's a Ten in Care,"Nostalgic, classic jar, heals raw feeling cold sores or chap with ease. It's a must for me in Florida.Helps fade dark spots of dark skin, economical price, easy to find in stores. I first started using it years ago after a pharmacy employee recommended it as an over-the-counter cure for my inquiry on healing the side of my lip."
2467,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,A Neccesity!!,I've been using Carmex for more than 5 years now and I have literally nothing bad to say about it! I can't leave the house without it and it really soothes my dry lips. I even use it now as a primer before I put on any lipstick just so that my lipstick sets moist and nice. This item is highly recommended and very addicting! :D
2468,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,,,5,,Loving the tingle,My sister has a jar of this and I have to say I just love the tingleas you can literally feel the product rejuventating your lips. It's not as greasy and some other products which is great as it does not feel like you have a layer or oil on your lips haha. Carmex also smells amazing and is worth every penny! 5/5 from me!:)
2469,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Could not live without it!,"I have using this farmed in the Lip Balm Jar for as long as I can remember. Not o lyrics does it help the moisture of my lips but that little jar has been a part of just about every life event. It attended my wedding, the birth of my children and numerous other events. To me it is more than a way of life it is part of my life."
2470,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Favorite lip balm on the market!,"I come from a long line of Carmex users absolutely could NOT live without it! I keep at least 3 bottles (if not more) in my home at all times... one in my purse, one in my bathroom, one in my living room so that no matter where I am there's Carmex nearby (that tells you how much I use it love it)! ) I highly recommend it!"
2471,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My favorite lip product!,"I have loved Carmex in a jar since I was a little kid- I am biased as I'm from Wisconsin and Carmex is a Wisconsin company, but that just means they understand how chapped lips and skin can get! This is the only thing I have ever used that actually WORKS and it works overnight most times I have dry skin on my lips. I love it!"
2472,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Best carmex ever,For 4 years i gave been sort of addicted to always have carmex with me wherever i go. I can't sleep unless i have carmex on my lips. I love carmex and i will always use it and nothing else because carmex is the best for my lips!
2473,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,We Go Way Back!,I have used Original Carmex in the jar for many years. It never lets me down. It gives me the relief I need and the healing that I want. It's tried and true for me and I'll continue to use it for years to come. I've tried the other Carmex varieties and tje tubes but the Original jar is my favorite. A bit of nostalgia for me!
2474,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,LOVE this Jar,"I bought this originally to soothe my painful cold sores. It was one of the ONLY products that actually worked and didn't make them dry out. I continued using this product lonnnngggg after cold sores were a problem in my life. It is so soothing and moisturizing, I'm definitely a carmex snob. No other product works this good!"
2475,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Wonderful product.,"My daughter introduced me to Carmex lip balm. I use it every day, and find the initial tingle when applied so refreshing. But I find it difficult to find stockists for it. Can you tell me of all places that stock it in Coventry."
2476,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Will never go back,One day after years of battling chapped lips someone suggested I try Carmen so I did low and behold it worked better then any other chap items I had used whether it was Chapstick or Vaseline or any lip balms etc I still put a small coat on my lips even if they are not chapped just because it prevents chapping and feels good
2477,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,SAVE YOUR LIPS!!,"Ihave used this product since I came back to Chicago in 1991 as a home care RN i have been exposed to the elements over and over in a day,Carmex has saved my lips! I stocked up buying boxes as my son entered kindergarten as he always would leave them somewhere as young boys do.He's 21 and still using the products.Thanks!"
2478,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Perfect packaging,I use nothing but Carmex for chapped lips. This is my all time favorite package because it is rugged and durable and can go anywhere - from being tucked into a jeans pocket to the bottom of a backpack. Easiest method to apply just the right amount too!
2479,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Best Product,My family and I have been using Carmex for decades. It is the best item on the market for keeping your lips and mouth healthy. I even send my daughter in Wisconsin 2 Carmex products since the winters are long. A third generation is now using the product.
2480,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,best on cold sores,"better than any other treatment for cold sores. Does not dry it out and heals faster. One more area it is great on is sore fingernails. Yep, that's right. Ever cut too short that it hurts. Try putting some carmex from the jar on it, relieve is on the way"
2481,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,"Used for 40 years, a great product, great price!","Ever since I started skiing in Colorado And found out about Carmex it is all I will ever use. Great lip protection in all weather conditions. I have been a loyal user for over 40 years, other products come and go but none of them ever match up to Carmex!"
2482,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,stays on and is moist,"I had an appointment with a new Dentist and she put Carmex on my lips to keep them moist,well ever since that day I always buy Carmex,I love this product it keeps my lips soft,shiny,moist and stays on long too. I would definetely recommend this product !"
2483,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,LOVE CARMEX,"CARMEX, has helped my dry, thyroid cancer skin.. I just love this. My lips, and such get so dry.. It is a perfect product.. I love the jar, cause it fits in the purse, glove compartment, pocket, etc... Lasts long also.. Only a little Dab will do it..."
2484,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,0,5,,Great price,Great price on this very good product
2485,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Keeping it classic,I'm a huge fan of Carmex and the little classic jar. First off Carmex feels great on the lips and the smell is very appealing. The little jar is just so old school I'm glad it's still available. I highly recommend Carmex over all for your chap lip needs
2486,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,,Mother always had several jars,My Mother was actually buried (2001) with a jar of Carmex in one hand and a kleenex in another. She was NEVER seen without either. I would purchase the Carmex jar by the box for her! She would have a jar always within a few feet (if not closer) to her.
2487,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Best of the best,"I am, by far, the first to go the natural route for anything. However, Carmex is the best lip balm that I have ever found. There just isn't anything quite like it: healing, penetrating, numbing. If I could be addicted to a lip balm, this would be it."
2488,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Nothing more comforting than this little jar!,I have been using Carmex forever. When you see the little jar you know that relief is just seconds away. This original product reminds me of going to the drugstore and seeing the little jar right by the cash register. Great memories of a great product.
2489,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My must-have always,"I use this product religiously. If I forget it at home when I go to work, I get another jar on my way to work. I can't go without it. My lips are always dry and chapped... as I am a lip chewer.... and Carmex always helps my lips heal, and stop hurting."
2490,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Carmex...Who What When,"I dont know when carmex was invented, but I was 10 years old when I started using it...my lips were split and blistered from the cold Wisconsin winter, the Pharmacist in our local Drug store recommended it... I still use it today and I am 64 years old!"
2491,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Works Great!,"I've been using this for years it is awesome! Works for dry, chapped lips, even works on break outs! Yes, it works on pimples!!! Try it, it works! I always keep some in my bedroom, one in my purse one in the bathroom! Love it! Thank you, Carmex!"
2492,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Timeless!,"Carmex Original Lip Balm Jar has been a staple in my life my entire life! Its a must in the car, purse, backpack, diaper bag and I wouldn't be exaggerating if I told you it's in every room of my house. It just simply WORKS! No muss, no fuss, no waste!"
